Date,Open,High,Low,Close,Adj Close,Volume
2023-12-01,473.1700134277344,475.2300109863281,464.6000061035156,465.739990234375,465.739990234375,4338100
2023-12-04,460.989990234375,461.20001220703125,451.20001220703125,453.8999938964844,453.8999938964844,5157700
2023-12-05,450.70001220703125,456.3900146484375,449.5799865722656,455.1499938964844,455.1499938964844,3380700
2023-12-06,460.0,460.5,445.7300109863281,446.7300109863281,446.7300109863281,4178800
2023-12-07,450.8500061035156,452.8900146484375,448.32000732421875,452.0,452.0,3506700
2023-12-08,450.760009765625,455.5,450.760009765625,453.760009765625,453.760009765625,3456100
2023-12-11,459.3599853515625,470.6499938964844,457.2099914550781,459.8900146484375,459.8900146484375,4929700
2023-12-12,465.2300109863281,465.6099853515625,459.20001220703125,463.0,463.0,3302700
2023-12-13,461.9800109863281,481.25,461.9800109863281,479.9800109863281,479.9800109863281,5820200
2023-12-14,480.3599853515625,480.760009765625,464.760009765625,469.8299865722656,469.8299865722656,5176400
2023-12-15,467.29998779296875,473.0,467.29998779296875,472.05999755859375,472.05999755859375,7838300
2023-12-18,476.29998779296875,492.0400085449219,475.1000061035156,486.1199951171875,486.1199951171875,6410700
2023-12-19,488.3999938964844,496.1400146484375,484.05999755859375,495.0199890136719,495.0199890136719,3849000
2023-12-20,492.0,500.8900146484375,488.3900146484375,489.2699890136719,489.2699890136719,4563700
2023-12-21,492.6600036621094,494.3999938964844,486.7699890136719,491.6099853515625,491.6099853515625,2756200
2023-12-22,494.0,496.0199890136719,485.45001220703125,486.760009765625,486.760009765625,2701100
2023-12-26,489.3900146484375,491.4800109863281,486.3800048828125,491.19000244140625,491.19000244140625,2034500
2023-12-27,491.239990234375,494.0199890136719,489.25,491.7900085449219,491.7900085449219,2561300
2023-12-28,492.0,492.8900146484375,489.07000732421875,490.510009765625,490.510009765625,1710500
2023-12-29,490.3699951171875,492.2300109863281,481.94000244140625,486.8800048828125,486.8800048828125,2739500
